Order_ID,Customer,City,Amount,Status
618,Farah,Tacarigua,15.99,Pending
619,Marylee,Coloncito,39.99,Pending
620,Marget,København,29.99,Delivered
621,Shamus,Petropavlovskaya,2.49,Delivered
622,Mikol,Funza,3.39,Delivered
623,Dilan,Manga,4.19,Pending
624,Elton,Vasil’yevskiy Mokh,5.49,Delivered
625,Crystal,Baddomalhi,4.49,Pending
626,Florrie,Zhouhu,2.99,Pending
627,Doug,Krasnokholmskiy,3.49,Pending
628,Travus,Mtwara,49.99,Cancelled
629,Gaylor,Jastrzębia Góra,24.99,Pending
630,Claiborn,Mahates,7.99,Cancelled
631,Fraser,Telde,299.99,Pending
632,Philippe,Gowurdak,69.99,Delivered
633,Row,Kokkónion,99.99,Pending
634,Renaldo,Kon Dơng,19.99,Pending
635,Ced,Stříbro,1.99,Delivered
636,Chrissy,Turbaco,4.99,Delivered
637,Haslett,Yuncheng,129.99,Delivered
638,Roxanna,Ryczywół,22.99,Pending
639,Brigham,Ungheni,19.99,Pending
640,Ariana,Červenka,4.49,Delivered
641,Melvin,Turar Ryskulov,12.99,Pending
642,Lowrance,General Conesa,7.99,Delivered
643,Noach,Hailang,19.99,Delivered
644,Zacharia,Vaiņode,4.19,Cancelled
645,Vassili,Kuangshan,9.99,Delivered
646,Cassius,Chimoio,79.99,Cancelled
647,Johannes,Xipu,99.99,Pending
648,Jocelin,Almargem do Bispo,39.99,Cancelled
649,Humfrid,Saint-Priest,29.99,Pending
650,Kristin,Osiedle-Nowiny,4.99,Cancelled
651,Verna,Trhové Sviny,1.79,Cancelled
652,Kaylil,Geneng,49.99,Delivered
653,Wandis,Sunampe,4.89,Delivered
654,Margaretha,Pau,19.99,Cancelled
655,Berne,Iranduba,1.99,Delivered
656,Riobard,Longnawang,5.49,Delivered
657,Marget,Lebane,2.49,Cancelled
658,Netty,Stanisław Górny,2.99,Pending
659,Galina,Hanyuan,54.99,Delivered
660,Lanie,Bechlín,18.99,Cancelled
661,Ardith,Tawangrejo,34.99,Delivered
662,Coreen,Weiting,2.99,Cancelled
663,Chase,Pasirmalang,6.49,Cancelled
664,Caryl,Magumeri,12.99,Pending
665,Shelli,Wenxi,29.99,Pending
666,Gal,Želiv,149.99,Delivered
667,Halimeda,Nguken,2.29,Cancelled
668,Melessa,Shenshu,3.99,Delivered
669,Elnar,Şafāshahr,3.89,Pending
670,Rosamund,Shanshi,39.99,Pending
671,Wheeler,Gading,4.99,Delivered
672,Henrik,Jatisari,5.99,Pending
673,Birk,Kadumelati,3.99,Cancelled
674,Shawnee,Pīr jo Goth,29.99,Pending
675,Queenie,Irákleion,34.99,Delivered
676,Berni,La Ravoire,4.99,Pending
677,Hewitt,Scholkine,69.99,Pending
678,Trev,Shuya,39.99,Cancelled
679,Nicki,Talangnan,2.99,Pending
680,Saba,Jakšić,3.99,Delivered
681,Denni,Mella,39.99,Cancelled
682,Loralee,Kisangani,3.29,Cancelled
683,Liana,Aganan,5.49,Cancelled
684,Link,Kushiro,5.99,Cancelled
685,Berne,Šenkovec,18.99,Pending
686,Olia,Xiacaoqiao,79.99,Pending
687,Rodina,Bombu,1.49,Cancelled
688,Claudina,Paizhou,39.99,Cancelled
689,Roanne,Malhão,49.99,Pending
690,Alleyn,Dugu,299.99,Delivered
691,Kippar,Budapest,4.49,Cancelled
692,Gregory,Saint-Laurent-Blangy,5.99,Delivered
693,Omar,Wanfang,5.49,Cancelled
694,Zonnya,Jrashen,3.49,Cancelled
695,Shell,Växjö,39.99,Delivered
696,Deni,Yevpatoriya,49.99,Cancelled
697,Jakie,Yŏnan-ŭp,2.49,Delivered
698,Alejandro,Sepit,29.99,Cancelled
699,Boone,Chengjiang,2.99,Delivered
700,Essa,Gedaliang,3.99,Pending
701,Rori,Banyuurip,59.99,Pending
702,Coralie,Kagawasan,69.99,Pending
703,Mikel,Santiago de los Caballeros,59.99,Delivered
704,Humberto,Chengyang,1.29,Pending
705,Desiri,Paris La Défense,34.99,Cancelled
706,Jacques,Casa Nova,59.99,Cancelled
707,Hillyer,Bateria,9.99,Pending
708,Gale,Frankfurt am Main,12.99,Delivered
709,Linzy,Wang Muang,6.99,Pending
710,Delilah,Petauke,19.99,Delivered
711,Darryl,Huashixia,24.99,Pending
712,Immanuel,Jincun,5.99,Delivered
713,Adriana,Taranovskoye,1.79,Pending
714,Peyter,Santo Niño,3.99,Delivered
715,Inger,Cochrane,12.99,Delivered
716,Agace,Kuwayris Sharqī,19.99,Delivered
717,Dorothea,Santa Cruz do Sul,1.29,Pending
718,Lombard,Savannakhét,19.99,Cancelled
719,Vin,Enskede,2.29,Delivered
720,Tedmund,Gununganyar,39.99,Pending
721,Clementine,Langkaplancar,39.99,Pending
722,Loni,Taza,39.99,Pending
723,Krystyna,Tsagaannuur,3.29,Cancelled
724,Morten,Kanginan,59.99,Cancelled
725,Martita,Nikolayevsk,24.99,Pending
726,Lionel,Yanjiang,4.99,Cancelled
727,Rocky,Soraya,1.99,Pending
728,Lindsey,Xilong,34.99,Pending
729,Dannye,Blobo,1.79,Delivered
730,Grantley,Cibeureum,39.99,Pending
731,Thacher,Longgao,2.99,Delivered
732,Belva,Thap Khlo,22.99,Delivered
733,Hubert,Słubice,24.99,Cancelled
734,Bendix,Las Tunas,3.49,Pending
735,Shelagh,Corgo,149.99,Pending
736,Deb,Nyagla,3.99,Cancelled
737,Guido,Gaurnadi,24.99,Delivered
738,Zeke,Yurla,3.49,Delivered
739,Bessie,Iwade,18.99,Cancelled
740,Leigh,Idanre,4.99,Pending
741,Si,Jejkowice,34.99,Cancelled
742,Dean,Zhangfang,19.99,Pending
743,Cari,Newala Kisimani,3.69,Cancelled
744,Ozzie,Pantang,34.99,Delivered
745,Katuscha,Maralal,49.99,Cancelled
746,Ware,Tycheró,49.99,Pending
747,Adolpho,Voloka,4.29,Pending
748,Crin,Ulbroka,29.99,Delivered
749,Sidonia,Arnelas,1.49,Pending
750,Amory,Örebro,89.99,Delivered
751,Hilly,Mang’it Shahri,3.69,Pending
752,Sabina,Sangtian,29.99,Pending
753,Justin,Ariguaní,29.99,Cancelled
754,Estele,Trá Mhór,3.49,Pending
755,Logan,Oranjestad,4.99,Cancelled
756,Gwynne,Segbwema,5.49,Pending
757,Fayth,Maracha,399.99,Cancelled
758,Sansone,Alphen aan den Rijn,24.99,Delivered
759,Teena,Palamadu,4.99,Delivered
760,Giffy,Pindangan Centro,5.49,Pending
761,Drud,Yegorlykskaya,4.99,Pending
762,Ulrica,Akron,9.99,Cancelled
763,Johnathan,Babakan,4.49,Cancelled
764,Dwight,Pengilon,44.99,Delivered
765,Marissa,Jīwani,5.99,Cancelled
766,Jeth,Denver,29.99,Cancelled
767,Ainslie,Jidd Ḩafş,79.99,Pending
768,Aleen,Hirado,3.39,Cancelled
769,Francene,Oster,49.99,Cancelled
770,Carroll,Umbultanjung,34.99,Cancelled
771,Billie,Butwāl,2.69,Pending
772,Marilin,Västerås,25.99,Pending
773,Julina,Yanjiatai,299.99,Pending
774,Edmon,Phu Phiang,6.99,Delivered
775,Keslie,Ḩukūmat-e Shīnkaī,1.29,Delivered
776,Janina,San Casimiro,18.99,Pending
777,Ciel,Oxelösund,3.99,Pending
778,Adrianne,Itaocara,3.79,Delivered
779,Adelice,Xijiang,5.49,Delivered
780,Claudie,Vespasiano,349.99,Cancelled
781,Ewart,Pilar do Sul,4.49,Pending
782,Lydon,Borek,34.99,Pending
783,Alvinia,Sennoy,3.99,Delivered
784,Shannan,Bezons,12.99,Pending
785,Frederich,Geneng,3.99,Delivered
786,Dael,Zorgo,5.99,Delivered
787,Rosa,Ratchaburi,6.49,Delivered
788,Stacey,El Triunfo de la Cruz,79.99,Delivered
789,Archaimbaud,Parabcan,2.29,Delivered
790,Mavis,Arroyo Naranjo,3.49,Delivered
791,Ilysa,Houten,8.99,Delivered
792,Madge,Orange Farm,4.49,Cancelled
793,Tresa,Taboão da Serra,2.99,Delivered
794,Brandice,Campraksanta,34.99,Cancelled
795,Marietta,Nazareth,149.99,Delivered
796,Cordey,Rathnew,199.99,Cancelled
797,Gwenette,Verkhniy Baskunchak,3.99,Delivered
798,Vanessa,Sulyukta,9.99,Cancelled
799,Kele,Kyriáki,6.99,Delivered
800,Darnell,Kabinda,49.99,Pending
801,Leonore,Temuco,2.99,Delivered
802,Mellicent,Åhus,89.99,Pending
803,Elmore,Pervomayskoye,12.99,Cancelled
804,Mordecai,Yetang,69.99,Cancelled
805,Grove,Skuodas,4.99,Pending
806,Augie,Sacsamarca,4.29,Delivered
807,Evangelin,El Cardo,29.99,Delivered
808,Ronald,Nicolas Bravo,10.99,Delivered
809,Babita,Nanshi,2.99,Pending
810,Ulysses,Gowarczów,3.69,Pending
811,Joanne,Bayt ‘Īnūn,22.99,Pending
812,Gerhardine,Chengzhong,49.99,Pending
813,Douglas,Cikiruh Wetan,89.99,Cancelled
814,Esdras,Choropampa,4.99,Delivered
815,Josie,Biyan,1.99,Delivered
816,Kelli,Boyeros,4.99,Pending
817,Gwendolin,Västerås,5.49,Pending
818,Eduino,Dolinsk,12.99,Cancelled
819,Thorvald,Sakété,29.99,Delivered
820,Gherardo,Caiyuan,29.99,Pending
821,Harli,Fushan,3.49,Delivered
822,Janifer,Vykhino-Zhulebino,89.99,Cancelled
823,Paule,Emiliano Zapata,3.99,Cancelled
824,Mamie,Skanör,3.29,Pending
825,Terza,Laojie,19.99,Cancelled
826,Jeanna,Den Haag,49.99,Pending
827,Agneta,Kafr Zībād,59.99,Pending
828,Anissa,Baitao,3.99,Delivered
829,Zared,Poděbrady,4.99,Delivered
830,Remus,Xinzhan,2.49,Pending
831,Rudyard,Guangfu,2.29,Cancelled
832,Theobald,Sobreda,39.99,Delivered
833,Steve,El Tabo,7.99,Delivered
834,Westleigh,Anyang,2.49,Pending
835,Avrit,Mayisad,4.49,Cancelled
836,Zsa zsa,Kumai,5.49,Delivered
837,Erna,Kozelets’,19.99,Pending
838,Harrietta,Taozhuang,49.99,Pending
839,Hattie,Kapotnya,7.99,Pending
840,Antonia,Taourirt,3.79,Cancelled
841,Dewitt,Fucheng,99.99,Cancelled
842,Jacob,Kuzhorskaya,29.99,Cancelled
843,Thedric,Wilga,24.99,Pending
844,Kaylyn,Itaocara,12.99,Cancelled
845,Alvy,Trzcińsko Zdrój,20.99,Delivered
846,Twila,Viamão,8.49,Cancelled
847,Lizzy,Duncans,5.99,Pending
848,Merwyn,Kyŏngsŏng,4.29,Cancelled
849,Dannye,Sumusţā as Sulţānī,8.99,Pending
850,Ruttger,Dowan,24.99,Delivered
851,Zachary,Qusar,2.29,Cancelled
852,Iorgos,Besançon,29.99,Cancelled
853,Adela,Villeneuve-la-Garenne,2.49,Cancelled
854,Kora,Shuibian,29.99,Pending
855,Ettie,Sacramento,29.99,Pending
856,Enrique,Asnières-sur-Seine,5.99,Delivered
857,Jacquenette,Shizuishan,19.99,Delivered
858,Edouard,Bourges,2.69,Delivered
859,Lauritz,Manis Mekarwangi,7.99,Pending
860,Mallory,Brotas,32.99,Pending
861,Teresina,Pare,19.99,Pending
862,Claudelle,Luokou,12.99,Delivered
863,Kaitlin,Mulanje,5.89,Cancelled
864,Tory,Táriba,129.99,Delivered
865,Kaleena,São Silvestre,24.99,Pending
866,Nolana,Gordeyevka,69.99,Pending
867,Lorrin,Fantino,39.99,Delivered
868,Rebeka,Jiaqiao,7.99,Cancelled
869,Rosco,Montague,4.99,Pending
870,Caryn,São Luís de Montes Belos,3.59,Pending
871,Tate,Şafāshahr,7.49,Pending
872,Kassi,Alīābad,49.99,Cancelled
873,Ellswerth,Besançon,4.49,Cancelled
874,Katuscha,Beijiang,3.49,Cancelled
875,Philippa,Fufang,1.99,Cancelled
876,Catrina,Carman,19.99,Delivered
877,Moss,Gândara de Aquém,3.49,Pending
878,Evered,Taipingying,1.89,Cancelled
879,Alden,Gobernador Ingeniero Valentín Virasoro,1.99,Cancelled
880,Jacquie,Daguma,3.29,Pending
881,Jacob,Haishan,19.99,Pending
882,Ardyce,Calheta,1.99,Pending
883,Casey,Fanzhuang,2.79,Pending
884,Thaddeus,Akita,3.99,Pending
885,Glyn,Tanahwurung,49.99,Pending
886,Even,Motrico,3.99,Pending
887,Dawn,5 de Mayo,39.99,Pending
888,Porter,San Sebastián,59.99,Cancelled
889,Garret,Staroderevyankovskaya,8.99,Delivered
890,Kim,Fornos de Algodres,4.89,Pending
891,Marge,Atiquizaya,4.99,Cancelled
892,Rowland,Chixi,44.99,Cancelled
893,Lilly,Pizhanka,34.99,Pending
894,Ebonee,Bakung,8.99,Pending
895,Dall,Tallahassee,1.79,Delivered
896,Durward,Rizal,5.99,Pending
897,Dulcia,Kallar Kahār,4.99,Pending
898,Rudy,Guanfang,89,Cancelled
899,Myrle,Železniki,4.29,Pending
900,Emera,Yunlu,29.99,Pending
901,Norris,Bayan Hure,5.99,Delivered
902,Ulric,Xiamayu,8.99,Pending
903,Tallie,Nong Khaem,159.99,Delivered
904,Tye,Callahuanca,3.5,Cancelled
905,Randolph,Beitou,39.99,Delivered
906,Reece,Puqi,4.49,Cancelled
907,Em,Aso,49.99,Cancelled
908,Luigi,Týrnavos,10.99,Pending
909,Irina,Bry-sur-Marne,12.99,Delivered
910,Aurora,Yangmaogong,59.99,Pending
911,Cos,Guangpu,2.99,Pending
912,Griswold,Martyush,3.29,Cancelled
913,Lorene,Eha Amufu,29.99,Cancelled
914,Sara-ann,Magog,19.99,Pending
915,Leah,Rennes,2.99,Cancelled
916,Emile,Helmsange,3.49,Pending
917,Kiah,Lyon,4.29,Cancelled
918,Dagny,Khok Charoen,19.99,Delivered
919,Marijn,Rakičan,1.49,Delivered
920,Carma,Balas,29.99,Cancelled
921,Padriac,Itapecuru Mirim,19.99,Cancelled
922,Raymond,Yanshang,24.99,Pending
923,Nehemiah,Bodĭ,3.49,Delivered
924,Yul,Ostrov,49.99,Delivered
925,Aime,Duobaoshan,4.79,Pending
926,Waiter,Vanderhoof,3.29,Cancelled
927,Neely,Ryazanskiy,5.99,Pending
928,Junie,Néos Oropós,129.99,Pending
929,Salomon,Nikel’,22.99,Cancelled
930,Susy,Honglu,19.99,Cancelled
931,Merell,Fier-Çifçi,29.99,Pending
932,Stanly,Zhangdian,2.29,Pending
933,Sheffie,Santo Amaro,19.99,Pending
934,Ceciley,Norrtälje,2.69,Pending
935,Ailina,Couto,9.99,Cancelled
936,Dougie,Peimei,18.99,Delivered
937,Carlynn,Aluminé,3.99,Delivered
938,Nellie,Mashtūl as Sūq,59.99,Delivered
939,Davidde,Tuanalepe,4.99,Delivered
940,Lewiss,Gushikawa,2.49,Delivered
941,Nat,Dmitriyevskoye,129.99,Pending
942,Loren,Monguno,39.99,Pending
943,Ernesto,Vyksa,26.99,Pending
944,Dukie,Obernai,29.99,Cancelled
945,Burke,Vila Moreira,39.99,Cancelled
946,Britteny,Starigrad,39.99,Delivered
947,Korrie,Tarbes,24.99,Cancelled
948,Cosette,Pledo,3.19,Delivered
949,Creigh,Foluo,5.49,Pending
950,Loleta,Póvoa,29.99,Cancelled
951,Isis,Kiili,19.99,Cancelled
952,Benson,Xiting,49.99,Cancelled
953,Karol,Ulluaya,3.49,Delivered
954,Lulita,Dubno,12.99,Delivered
955,Phylys,Domaradz,99.99,Cancelled
956,Terrance,El Copey,24.99,Delivered
957,Frederick,Ridderkerk,49.99,Pending
958,Betteanne,Rio Negrinho,3.99,Delivered
959,Carma,Piteå,18.99,Cancelled
960,Quent,Nowe Brzesko,3.79,Delivered
961,Bogart,Moravský Písek,4.29,Pending
962,Harmonia,Kimovsk,22.99,Pending
963,Davis,Mỹ Tho,19.99,Cancelled
964,Bond,Rondonópolis,3.49,Pending
965,Waiter,Montecristi,199.99,Delivered
966,Urson,Benito Juarez,19.99,Cancelled
967,Floyd,Babakan,99.99,Pending
968,Mike,Vale de Touros,4.99,Pending
969,Drew,Pétange,12.99,Delivered
970,Nealy,Jiangyan,2.79,Delivered
971,Worthington,Altan-Ovoo,2.99,Delivered
972,Alicia,Zhonggang,34.99,Cancelled
973,Ethelred,Ono,2.99,Cancelled
974,Winfred,Jinji,22.99,Pending
975,Cletis,Butembo,9.99,Cancelled
976,Illa,Berbek,17.99,Delivered
977,Roselle,Pasirdalem,3.49,Cancelled
978,Hyacintha,Vagney,2.99,Delivered
979,Tiebout,Saint-Pierre-Montlimart,2.59,Delivered
980,Carlynne,San Antonio Aguas Calientes,1.99,Delivered
981,Ario,Palma Gil,5.99,Delivered
982,Dagny,Stepnogorsk,2.49,Cancelled
983,Loni,Enschede,64.99,Delivered
984,Corny,Maloma,22.99,Cancelled
985,Tedra,Yanmen,2.89,Delivered
986,Denys,Colomiers,59.99,Cancelled
987,Cristina,Baton Rouge,3.19,Delivered
988,Joyous,Portel,299.99,Cancelled
989,Vernen,Courtaboeuf,29.99,Delivered
990,Fabiano,Papilawe,24.99,Cancelled
991,Gustie,Middleton,9.99,Delivered
992,Jazmin,Kebunkelapa,5.99,Cancelled
993,Christina,Pathein,39.99,Cancelled
994,Kathryne,Jetis,29.99,Delivered
995,Josi,Heka,24.99,Delivered
996,Meta,Sanquan,3.99,Pending
997,Price,Oeleon,12.99,Cancelled
998,Kira,Cambas,25.99,Pending
999,Margy,Morden,4.49,Delivered
1000,Desiree,Boucinha,3.49,Pending
